Country	Income Group	Value	Area (Inputs FertilizersProduct E All Data (Normalized).csv)	Area Code (ISO2) (Inputs FertilizersProduct E All Data (Normalized).csv)	Element (Inputs FertilizersProduct E All Data (Normalized).csv)	Element Code (Inputs FertilizersProduct E All Data (Normalized).csv)	Item (Inputs FertilizersProduct E All Data (Normalized).csv)	Item Code (Inputs FertilizersProduct E All Data (Normalized).csv)	Unit (Inputs FertilizersProduct E All Data (Normalized).csv)	Year (Inputs FertilizersProduct E All Data (Normalized).csv)	Year Code (Inputs FertilizersProduct E All Data (Normalized).csv)
Guatemala	Upper-middle-income economies	341	Guatemala	GT	Agricultural Use	5157	PK compounds	4027	tonnes	2011	2011
Turkey	Upper-middle-income economies	549240	Turkey	TR	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2003	2003
Fiji	Upper-middle-income economies	69	Fiji	FJ	Agricultural Use	5157	PK compounds	4027	tonnes	2008	2008
Indonesia	Lower-middle-income economies	5133220	Indonesia	ID	Agricultural Use	5157	Urea	4001	tonnes	2008	2008
North Macedonia	Upper-middle-income economies	11753	North Macedonia	MK	Agricultural Use	5157	Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate	4004	tonnes	2004	2004
Egypt	Lower-middle-income economies	135000	Egypt	EG	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2010	2010
Uruguay	High-income economies	42596	Uruguay	UY	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2018	2018
Spain	High-income economies	13681	Spain	ES	Agricultural Use	5157	PK compounds	4027	tonnes	2002	2002
Brazil	Upper-middle-income economies	1383767	Brazil	BR	Agricultural Use	5157	Superphosphates above 35%	4012	tonnes	2003	2003
Uruguay	High-income economies	2901	Uruguay	UY	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2012	2012
Bangladesh	Lower-middle-income economies	543000	Bangladesh	BD	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2014	2014
France	High-income economies	91139	France	FR	Agricultural Use	5157	"Superphosphates, other"	4013	tonnes	2014	2014
Malawi	Low income economies	13428	Malawi	MW	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2011	2011
Croatia	High-income economies	109796	Croatia	HR	Agricultural Use	5157	Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate	4004	tonnes	2009	2009
Sri Lanka	Lower-middle-income economies	103.9	Sri Lanka	LK	Agricultural Use	5157	Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate	4004	tonnes	2017	2017
Poland	High-income economies	153180	Poland	PL	Agricultural Use	5157	PK compounds	4027	tonnes	2011	2011
Thailand	Upper-middle-income economies	245277.1	Thailand	TH	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2008	2008
Paraguay	Upper-middle-income economies	328	Paraguay	PY	Agricultural Use	5157	Other NP compounds	4024	tonnes	2005	2005
Mauritius	Upper-middle-income economies	4533	Mauritius	MU	Agricultural Use	5157	Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate	4004	tonnes	2016	2016
Tunisia	Lower-middle-income economies	386.49	Tunisia	TN	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2008	2008
Ireland	High-income economies	93301	Ireland	IE	Agricultural Use	5157	Urea	4001	tonnes	2007	2007
Lebanon	Upper-middle-income economies	3389	Lebanon	LB	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2010	2010
Ireland	High-income economies	1531	Ireland	IE	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2010	2010
Bolivia (Plurinational State of)	Lower-middle-income economies	28039	Bolivia (Plurinational State of)	BO	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2004	2004
Iran (Islamic Republic of)	Upper-middle-income economies	22794	Iran (Islamic Republic of)	IR	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2012	2012
Brazil	Upper-middle-income economies	1600768	Brazil	BR	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2005	2005
United States of America	High-income economies	2774276.55	United States of America	US	Agricultural Use	5157	Other NP compounds	4024	tonnes	2015	2015
Argentina	High-income economies	110566	Argentina	AR	Agricultural Use	5157	Superphosphates above 35%	4012	tonnes	2018	2018
United Republic of Tanzania	Low income economies	13	United Republic of Tanzania	TZ	Agricultural Use	5157	Urea and ammonium nitrate solutions (UAN)	4006	tonnes	2002	2002
Italy	High-income economies	751235	Italy	IT	Agricultural Use	5157	Urea	4001	tonnes	2012	2012
Ghana	Lower-middle-income economies	24.42	Ghana	GH	Agricultural Use	5157	Other NK compounds	4026	tonnes	2018	2018
Canada	High-income economies	1203000	Canada	CA	Agricultural Use	5157	Urea and ammonium nitrate solutions (UAN)	4006	tonnes	2018	2018
Netherlands	High-income economies	159752	Netherlands	NL	Agricultural Use	5157	"Other potassic fertilizers, n.e.c."	4018	tonnes	2017	2017
Egypt	Lower-middle-income economies	135000	Egypt	EG	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2012	2012
United States of America	High-income economies	1833097	United States of America	US	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2009	2009
Brazil	Upper-middle-income economies	278586	Brazil	BR	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2014	2014
Peru	Upper-middle-income economies	96	Peru	PE	Agricultural Use	5157	Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate	4004	tonnes	2002	2002
India	Lower-middle-income economies	490200	India	IN	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2007	2007
Indonesia	Lower-middle-income economies	798254	Indonesia	ID	Agricultural Use	5157	Superphosphates above 35%	4012	tonnes	2014	2014
Burundi	Low income economies	1085.38	Burundi	BI	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2016	2016
Burundi	Low income economies	1085.38	Burundi	BI	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2016	2016
Suriname	Upper-middle-income economies	37	Suriname	SR	Agricultural Use	5157	Superphosphates above 35%	4012	tonnes	2005	2005
Thailand	Upper-middle-income economies	10571.73	Thailand	TH	Agricultural Use	5157	PK compounds	4027	tonnes	2011	2011
Mauritius	Upper-middle-income economies	1445	Mauritius	MU	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2015	2015
Senegal	Low income economies	12000	Senegal	SN	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2015	2015
Panama	High-income economies	15568	Panama	PA	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2004	2004
Slovenia	High-income economies	1670	Slovenia	SI	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2009	2009
Ecuador	Upper-middle-income economies	10610	Ecuador	EC	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2003	2003
Algeria	Upper-middle-income economies	2	Algeria	DZ	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2012	2012
Angola	Lower-middle-income economies	9095	Angola	AO	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2006	2006
Slovenia	High-income economies	32	Slovenia	SI	Agricultural Use	5157	"Other potassic fertilizers, n.e.c."	4018	tonnes	2015	2015
Belize	Upper-middle-income economies	3004.4	Belize	BZ	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2011	2011
Uruguay	High-income economies	37	Uruguay	UY	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2011	2011
Switzerland	High-income economies	23242	Switzerland	CH	Agricultural Use	5157	PK compounds	4027	tonnes	2007	2007
Cameroon	Lower-middle-income economies	8698	Cameroon	CM	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2005	2005
Cameroon	Lower-middle-income economies	40974	Cameroon	CM	Agricultural Use	5157	Urea	4001	tonnes	2009	2009
Nicaragua	Lower-middle-income economies	8940	Nicaragua	NI	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2015	2015
Panama	High-income economies	26677	Panama	PA	Agricultural Use	5157	Urea	4001	tonnes	2003	2003
Fiji	Upper-middle-income economies	8905	Fiji	FJ	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2010	2010
Poland	High-income economies	13077	Poland	PL	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2010	2010
United Kingdom of Great Britain and Northern Ireland	High-income economies	94200	United Kingdom of Great Britain and Northern Ireland	GB	Agricultural Use	5157	Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate	4004	tonnes	2003	2003
Uganda	Low income economies	55	Uganda	UG	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2003	2003
Slovenia	High-income economies	14340	Slovenia	SI	Agricultural Use	5157	Urea	4001	tonnes	2018	2018
Belize	Upper-middle-income economies	645	Belize	BZ	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2003	2003
Colombia	Upper-middle-income economies	890.84	Colombia	CO	Agricultural Use	5157	PK compounds	4027	tonnes	2007	2007
Armenia	Upper-middle-income economies	3	Armenia	AM	Agricultural Use	5157	Urea	4001	tonnes	2005	2005
Mexico	Upper-middle-income economies	440791	Mexico	MX	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2002	2002
Switzerland	High-income economies	13355	Switzerland	CH	Agricultural Use	5157	"Other nitrogenous fertilizers, n.e.c."	4008	tonnes	2018	2018
Viet Nam	Lower-middle-income economies	885084.98	Viet Nam	VN	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2011	2011
Denmark	High-income economies	2740	Denmark	DK	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2009	2009
Uganda	Low income economies	138	Uganda	UG	Agricultural Use	5157	Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate	4004	tonnes	2008	2008
Brazil	Upper-middle-income economies	13612.71	Brazil	BR	Agricultural Use	5157	Sodium nitrate	4005	tonnes	2013	2013
North Macedonia	Upper-middle-income economies	9130	North Macedonia	MK	Agricultural Use	5157	Urea	4001	tonnes	2010	2010
Yemen	Low income economies	1015	Yemen	YE	Agricultural Use	5157	Superphosphates above 35%	4012	tonnes	2005	2005
Venezuela (Bolivarian Republic of)	Upper-middle-income economies	312	Venezuela (Bolivarian Republic of)	VE	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2012	2012
North Macedonia	Upper-middle-income economies	20218	North Macedonia	MK	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2003	2003
Slovakia	High-income economies	1929	Slovakia	SK	Agricultural Use	5157	Other NP compounds	4024	tonnes	2008	2008
Argentina	High-income economies	738640	Argentina	AR	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2016	2016
Guatemala	Upper-middle-income economies	13295	Guatemala	GT	Agricultural Use	5157	Other NP compounds	4024	tonnes	2009	2009
Morocco	Lower-middle-income economies	13000	Morocco	MA	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2016	2016
Ireland	High-income economies	157004	Ireland	IE	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2015	2015
Dominican Republic	Upper-middle-income economies	8980.1	Dominican Republic	DO	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2011	2011
United States of America	High-income economies	5584730.13	United States of America	US	Agricultural Use	5157	Urea	4001	tonnes	2011	2011
Hungary	High-income economies	38824	Hungary	HU	Agricultural Use	5157	Urea	4001	tonnes	2012	2012
Niger	Low income economies	5129	Niger	NE	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2003	2003
Uruguay	High-income economies	39824	Uruguay	UY	Agricultural Use	5157	Fertilizers n.e.c.	4030	tonnes	2018	2018
Ireland	High-income economies	5164	Ireland	IE	Agricultural Use	5157	Other NP compounds	4024	tonnes	2016	2016
India	Lower-middle-income economies	19270	India	IN	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2010	2010
Slovakia	High-income economies	1672.61	Slovakia	SK	Agricultural Use	5157	"Other phosphatic fertilizers, n.e.c."	4014	tonnes	2017	2017
Philippines	Lower-middle-income economies	66073	Philippines	PH	Agricultural Use	5157	Other NP compounds	4024	tonnes	2015	2015
Brazil	Upper-middle-income economies	55169	Brazil	BR	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2003	2003
Panama	High-income economies	353	Panama	PA	Agricultural Use	5157	Other NP compounds	4024	tonnes	2011	2011
Guatemala	Upper-middle-income economies	58534	Guatemala	GT	Agricultural Use	5157	Other NP compounds	4024	tonnes	2002	2002
Croatia	High-income economies	205	Croatia	HR	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2011	2011
Malawi	Low income economies	84388	Malawi	MW	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2009	2009
Slovenia	High-income economies	86	Slovenia	SI	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2013	2013
Kenya	Lower-middle-income economies	1558	Kenya	KE	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2009	2009
Ghana	Lower-middle-income economies	15000	Ghana	GH	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2005	2005
Syrian Arab Republic	Low income economies	238346	Syrian Arab Republic	SY	Agricultural Use	5157	Superphosphates above 35%	4012	tonnes	2006	2006
Trinidad and Tobago	High-income economies	65.95	Trinidad and Tobago	TT	Agricultural Use	5157	Superphosphates above 35%	4012	tonnes	2007	2007
Australia	High-income economies	48019	Australia	AU	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2016	2016
Ireland	High-income economies	7776	Ireland	IE	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2003	2003
Guatemala	Upper-middle-income economies	2764	Guatemala	GT	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2009	2009
Suriname	Upper-middle-income economies	22	Suriname	SR	Agricultural Use	5157	Other NP compounds	4024	tonnes	2007	2007
Ecuador	Upper-middle-income economies	48654.8	Ecuador	EC	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2016	2016
Tunisia	Lower-middle-income economies	480.65	Tunisia	TN	Agricultural Use	5157	Other NP compounds	4024	tonnes	2003	2003
Nicaragua	Lower-middle-income economies	38.1	Nicaragua	NI	Agricultural Use	5157	Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate	4004	tonnes	2011	2011
Denmark	High-income economies	33173	Denmark	DK	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2004	2004
Bangladesh	Lower-middle-income economies	36929	Bangladesh	BD	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2009	2009
Sweden	High-income economies	14080	Sweden	SE	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2018	2018
Brazil	Upper-middle-income economies	95600	Brazil	BR	Agricultural Use	5157	Phosphate rock	4011	tonnes	2012	2012
Panama	High-income economies	1310	Panama	PA	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2011	2011
Sweden	High-income economies	3911	Sweden	SE	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2015	2015
North Macedonia	Upper-middle-income economies	2292	North Macedonia	MK	Agricultural Use	5157	Other NP compounds	4024	tonnes	2002	2002
Armenia	Upper-middle-income economies	221	Armenia	AM	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2005	2005
Pakistan	Lower-middle-income economies	25435	Pakistan	PK	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2008	2008
Bangladesh	Lower-middle-income economies	100000	Bangladesh	BD	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2005	2005
Belize	Upper-middle-income economies	9106	Belize	BZ	Agricultural Use	5157	Urea	4001	tonnes	2009	2009
Turkey	Upper-middle-income economies	505043	Turkey	TR	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2003	2003
Zimbabwe	Low income economies	77	Zimbabwe	ZW	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2010	2010
Switzerland	High-income economies	1613	Switzerland	CH	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2010	2010
Hungary	High-income economies	37563	Hungary	HU	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2015	2015
Azerbaijan	Upper-middle-income economies	44571	Azerbaijan	AZ	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2005	2005
Ecuador	Upper-middle-income economies	7695	Ecuador	EC	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2003	2003
Romania	Upper-middle-income economies	19636	Romania	RO	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2009	2009
Panama	High-income economies	1978	Panama	PA	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2010	2010
Dominican Republic	Upper-middle-income economies	1096.22	Dominican Republic	DO	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2011	2011
Ecuador	Upper-middle-income economies	20638.15	Ecuador	EC	Agricultural Use	5157	Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate	4004	tonnes	2018	2018
Hungary	High-income economies	13742	Hungary	HU	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2010	2010
Greece	High-income economies	60892	Greece	GR	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2007	2007
Colombia	Upper-middle-income economies	154569	Colombia	CO	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2010	2010
Madagascar	Low income economies	9	Madagascar	MG	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2006	2006
Croatia	High-income economies	495	Croatia	HR	Agricultural Use	5157	"Superphosphates, other"	4013	tonnes	2003	2003
Costa Rica	Upper-middle-income economies	60563	Costa Rica	CR	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2010	2010
Australia	High-income economies	188047	Australia	AU	Agricultural Use	5157	Superphosphates above 35%	4012	tonnes	2002	2002
Slovenia	High-income economies	102	Slovenia	SI	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2008	2008
Tunisia	Lower-middle-income economies	78435.41	Tunisia	TN	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2007	2007
Spain	High-income economies	685210	Spain	ES	Agricultural Use	5157	Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate	4004	tonnes	2002	2002
Albania	Upper-middle-income economies	1997	Albania	AL	Agricultural Use	5157	Other NP compounds	4024	tonnes	2007	2007
Ecuador	Upper-middle-income economies	66056	Ecuador	EC	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2002	2002
Algeria	Upper-middle-income economies	11000	Algeria	DZ	Agricultural Use	5157	Urea and ammonium nitrate solutions (UAN)	4006	tonnes	2012	2012
Oman	High-income economies	371	Oman	OM	Agricultural Use	5157	PK compounds	4027	tonnes	2010	2010
Greece	High-income economies	27741	Greece	GR	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2004	2004
Albania	Upper-middle-income economies	38763	Albania	AL	Agricultural Use	5157	Urea	4001	tonnes	2012	2012
Ghana	Lower-middle-income economies	19	Ghana	GH	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2006	2006
Suriname	Upper-middle-income economies	1140	Suriname	SR	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2003	2003
Sri Lanka	Lower-middle-income economies	616	Sri Lanka	LK	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2006	2006
