Country,Income_Group,ISO2,ISO3,prod_yield,Year,Fertilizers_y,prod_yield_value,Pesticide_x
Fiji,Upper-middle-income economies,FJ,FJI,Value Prod,2007,49,16276968,518
Fiji,Upper-middle-income economies,FJ,FJI,Value Yield,2007,49,4564128,518
Kenya,Lower-middle-income economies,KE,KEN,Value Prod,2005,357739,116949917,1578
Kenya,Lower-middle-income economies,KE,KEN,Value Yield,2005,357739,9759617,1578
Portugal,High-income economies,PT,PRT,Value Prod,2005,69287,45529722,16353
Portugal,High-income economies,PT,PRT,Value Yield,2005,69287,9451666,16353
Jamaica,Upper-middle-income economies,JM,JAM,Value Prod,2009,19669,13855470,621
Jamaica,Upper-middle-income economies,JM,JAM,Value Yield,2009,19669,6466842,621
Bolivia (Plurinational State of),Lower-middle-income economies,BO,BOL,Value Prod,2006,35245,75284265,7772
Bolivia (Plurinational State of),Lower-middle-income economies,BO,BOL,Value Yield,2006,35245,6046922,7772
Antigua and Barbuda,High-income economies,AG,ATG,Value Prod,2006,49,58415,8
Antigua and Barbuda,High-income economies,AG,ATG,Value Yield,2006,49,1418958,8
Malawi,Low income economies,MW,MWI,Value Prod,2002,209481,79271745,129
Malawi,Low income economies,MW,MWI,Value Yield,2002,209481,10873716,129
Niger,Low income economies,NE,NER,Value Prod,2002,20322,23503895,29
Niger,Low income economies,NE,NER,Value Yield,2002,20322,4714635,29
Iraq,Upper-middle-income economies,IQ,IRQ,Value Prod,2010,1133520,65302370,744
Iraq,Upper-middle-income economies,IQ,IRQ,Value Yield,2010,1133520,3691128,744
"China, Taiwan Province of",High-income economies,TW,TWN,Value Prod,2011,984048,52710150,8254
"China, Taiwan Province of",High-income economies,TW,TWN,Value Yield,2011,984048,9801288,8254
Suriname,Upper-middle-income economies,SR,SUR,Value Prod,2011,29428,3106308,936
Suriname,Upper-middle-income economies,SR,SUR,Value Yield,2011,29428,7560636,936
Slovenia,High-income economies,SI,SVN,Value Prod,2010,125609.3,4991100,1134
Slovenia,High-income economies,SI,SVN,Value Yield,2010,125609.3,4677486,1134
Ethiopia,Low income economies,ET,ETH,Value Prod,2018,1377853,251703760,4128
Ethiopia,Low income economies,ET,ETH,Value Yield,2018,1377853,6647046,4128
Bolivia (Plurinational State of),Lower-middle-income economies,BO,BOL,Value Prod,2013,250,97961955,16227
Bolivia (Plurinational State of),Lower-middle-income economies,BO,BOL,Value Yield,2013,250,5693114,16227
Thailand,Upper-middle-income economies,TH,THA,Value Prod,2006,3171510.43,847760382,41220
Thailand,Upper-middle-income economies,TH,THA,Value Yield,2006,3171510.43,7316757,41220
Chile,High-income economies,CL,CHL,Value Prod,2005,1839716,110965988,9831
Chile,High-income economies,CL,CHL,Value Yield,2005,1839716,11951114,9831
Zambia,Lower-middle-income economies,ZM,ZMB,Value Prod,2006,160937,34016946,1670
Zambia,Lower-middle-income economies,ZM,ZMB,Value Yield,2006,160937,7551750,1670
United Republic of Tanzania,Low income economies,TZ,TZA,Value Prod,2011,225433,199958094,1
United Republic of Tanzania,Low income economies,TZ,TZA,Value Yield,2011,225433,5607980,1
Colombia,Upper-middle-income economies,CO,COL,Value Prod,2003,1236967,407282099,88772
Colombia,Upper-middle-income economies,CO,COL,Value Yield,2003,1236967,12155766,88772
Mexico,Upper-middle-income economies,MX,MEX,Value Prod,2018,8494142,1000163262,53144
Mexico,Upper-middle-income economies,MX,MEX,Value Yield,2018,8494142,11130350,53144
Algeria,Upper-middle-income economies,DZ,DZA,Value Prod,2010,272262.17,101530398,1870
Algeria,Upper-middle-income economies,DZ,DZA,Value Yield,2010,272262.17,4586729,1870
Mexico,Upper-middle-income economies,MX,MEX,Value Prod,2007,5099348,865335030,50894
Mexico,Upper-middle-income economies,MX,MEX,Value Yield,2007,5099348,10635828,50894
Kazakhstan,Upper-middle-income economies,KZ,KAZ,Value Prod,2004,4421,126218477,3803
Kazakhstan,Upper-middle-income economies,KZ,KAZ,Value Yield,2004,4421,5021646,3803
Senegal,Low income economies,SN,SEN,Value Prod,2006,5528,19576305,512
Senegal,Low income economies,SN,SEN,Value Yield,2006,5528,10843826,512
Tunisia,Lower-middle-income economies,TN,TUN,Value Prod,2009,217452.3,43802628,1003
Tunisia,Lower-middle-income economies,TN,TUN,Value Yield,2009,217452.3,4017223,1003
Egypt,Lower-middle-income economies,EG,EGY,Value Prod,2004,5301347,490706650,5363
Egypt,Lower-middle-income economies,EG,EGY,Value Yield,2004,5301347,14112119,5363
Egypt,Lower-middle-income economies,EG,EGY,Value Prod,2017,19388269,626109295,8044
Egypt,Lower-middle-income economies,EG,EGY,Value Yield,2017,19388269,12919487,8044
Ireland,High-income economies,IE,IRL,Value Prod,2005,1596560,20063000,2625
Ireland,High-income economies,IE,IRL,Value Yield,2005,1596560,8193330,2625
Panama,High-income economies,PA,PAN,Value Prod,2010,81617,20563560,1949
Panama,High-income economies,PA,PAN,Value Yield,2010,81617,7019442,1949
Ecuador,Upper-middle-income economies,EC,ECU,Value Prod,2005,383182,106020786,18391
Ecuador,Upper-middle-income economies,EC,ECU,Value Yield,2005,383182,6351426,18391
Ecuador,Upper-middle-income economies,EC,ECU,Value Prod,2016,687488.03,122725320,50093
Ecuador,Upper-middle-income economies,EC,ECU,Value Yield,2016,687488.03,7567674,50093
United Kingdom of Great Britain and Northern Ireland,High-income economies,GB,GBR,Value Prod,2004,4724900,201055000,31224
United Kingdom of Great Britain and Northern Ireland,High-income economies,GB,GBR,Value Yield,2004,4724900,7269820,31224
Senegal,Low income economies,SN,SEN,Value Prod,2011,56407,22048789,742
Senegal,Low income economies,SN,SEN,Value Yield,2011,56407,11084724,742
North Macedonia,Upper-middle-income economies,MK,MKD,Value Prod,2005,75108,11048664,149
North Macedonia,Upper-middle-income economies,MK,MKD,Value Yield,2005,75108,4504962,149
Uruguay,High-income economies,UY,URY,Value Prod,2018,971646.97,23103792,16446
Uruguay,High-income economies,UY,URY,Value Yield,2018,971646.97,7601166,16446
Nicaragua,Lower-middle-income economies,NI,NIC,Value Prod,2007,110700.21,36028218,9850
Nicaragua,Lower-middle-income economies,NI,NIC,Value Yield,2007,110700.21,6935736,9850
Denmark,High-income economies,DK,DNK,Value Prod,2009,275710,84270888,2836
Denmark,High-income economies,DK,DNK,Value Yield,2009,275710,8202588,2836
Slovakia,High-income economies,SK,SVK,Value Prod,2008,63233,33388410,1498
Slovakia,High-income economies,SK,SVK,Value Yield,2008,63233,6116310,1498
Angola,Lower-middle-income economies,AO,AGO,Value Prod,2008,25812,106950137,40
Angola,Lower-middle-income economies,AO,AGO,Value Yield,2008,25812,6103447,40
Belize,Upper-middle-income economies,BZ,BLZ,Value Prod,2007,3414,13435387,674
Belize,Upper-middle-income economies,BZ,BLZ,Value Yield,2007,3414,7133812,674
Latvia,High-income economies,LV,LVA,Value Prod,2016,354070,13626792,1725
Latvia,High-income economies,LV,LVA,Value Yield,2016,354070,2530650,1725
Greece,High-income economies,GR,GRC,Value Prod,2006,564904,111282864,7505
Greece,High-income economies,GR,GRC,Value Yield,2006,564904,10280410,7505
Suriname,Upper-middle-income economies,SR,SUR,Value Prod,2003,13382,2039616,431
Suriname,Upper-middle-income economies,SR,SUR,Value Yield,2003,13382,6083946,431
Mauritius,Upper-middle-income economies,MU,MUS,Value Prod,2007,36248,26034096,734
Mauritius,Upper-middle-income economies,MU,MUS,Value Yield,2007,36248,9003792,734
Albania,Upper-middle-income economies,AL,ALB,Value Prod,2006,121686,11735864,376
Albania,Upper-middle-income economies,AL,ALB,Value Yield,2006,121686,6579573,376
Pakistan,Lower-middle-income economies,PK,PAK,Value Prod,2012,7514621,804891703,990
Pakistan,Lower-middle-income economies,PK,PAK,Value Yield,2012,7514621,7741958,990
Azerbaijan,Upper-middle-income economies,AZ,AZE,Value Prod,2003,41525,34892319,149
Azerbaijan,Upper-middle-income economies,AZ,AZE,Value Yield,2003,41525,6328476,149
Cameroon,Lower-middle-income economies,CM,CMR,Value Prod,2007,109002,82950396,920
Cameroon,Lower-middle-income economies,CM,CMR,Value Yield,2007,109002,2466331,920
Guyana,Upper-middle-income economies,GY,GUY,Value Prod,2003,29185,24489570,290
Guyana,Upper-middle-income economies,GY,GUY,Value Yield,2003,29185,6550752,290
Trinidad and Tobago,High-income economies,TT,TTO,Value Prod,2008,47045.17,654100,92
Trinidad and Tobago,High-income economies,TT,TTO,Value Yield,2008,47045.17,1703219,92
Peru,Upper-middle-income economies,PE,PER,Value Prod,2011,886479,203155127,6031
Peru,Upper-middle-income economies,PE,PER,Value Yield,2011,886479,12852035,6031
Canada,High-income economies,CA,CAN,Value Prod,2006,2997065,287225905,36573
Canada,High-income economies,CA,CAN,Value Yield,2006,2997065,5201565,36573
United States of America,High-income economies,US,USA,Value Prod,2008,34154524.73,3855056520,379203
United States of America,High-income economies,US,USA,Value Yield,2008,34154524.73,14573475,379203
Nepal,Low income economies,NP,NPL,Value Prod,2008,13498,117392373,353
Nepal,Low income economies,NP,NPL,Value Yield,2008,13498,6338101,353
Ukraine,Lower-middle-income economies,UA,UKR,Value Prod,2004,1181971,523966896,15344
Ukraine,Lower-middle-income economies,UA,UKR,Value Yield,2004,1181971,3987366,15344
Canada,High-income economies,CA,CAN,Value Prod,2013,7814000,380185385,81660
Canada,High-income economies,CA,CAN,Value Yield,2013,7814000,7310060,81660
Madagascar,Low income economies,MG,MDG,Value Prod,2011,24178,100107161,310
Madagascar,Low income economies,MG,MDG,Value Yield,2011,24178,4411120,310
Croatia,High-income economies,HR,HRV,Value Prod,2010,989396,42104496,1540
Croatia,High-income economies,HR,HRV,Value Yield,2010,989396,9874543,1540
Latvia,High-income economies,LV,LVA,Value Prod,2015,341003,14900536,1512
Latvia,High-income economies,LV,LVA,Value Yield,2015,341003,2499425,1512
Oman,High-income economies,OM,OMN,Value Prod,2007,4508,3441642,193
Oman,High-income economies,OM,OMN,Value Yield,2007,4508,5241018,193
Mozambique,Low income economies,MZ,MOZ,Value Prod,2008,138253,66200386,891
Mozambique,Low income economies,MZ,MOZ,Value Yield,2008,138253,6285958,891
Bangladesh,Lower-middle-income economies,BD,BGD,Value Prod,2010,3439761,434588262,13251
Bangladesh,Lower-middle-income economies,BD,BGD,Value Yield,2010,3439761,5539870,13251
Bulgaria,Upper-middle-income economies,BG,BGR,Value Prod,2010,220516,41446325,1589
Bulgaria,Upper-middle-income economies,BG,BGR,Value Yield,2010,220516,2614518,1589
Estonia,High-income economies,EE,EST,Value Prod,2010,168943.96,3684196,514
Estonia,High-income economies,EE,EST,Value Yield,2010,168943.96,2252240,514
French Polynesia,High-income economies,PF,PYF,Value Prod,2003,1884,175850,44
French Polynesia,High-income economies,PF,PYF,Value Yield,2003,1884,6264990,44
Sri Lanka,Lower-middle-income economies,LK,LKA,Value Prod,2018,390437.62,51017057,2260
Sri Lanka,Lower-middle-income economies,LK,LKA,Value Yield,2018,390437.62,5926361,2260
Indonesia,Lower-middle-income economies,ID,IDN,Value Prod,2013,9139906,1155303352,1597
Indonesia,Lower-middle-income economies,ID,IDN,Value Yield,2013,9139906,10208954,1597
Bolivia (Plurinational State of),Lower-middle-income economies,BO,BOL,Value Prod,2003,25711,64568511,4830
Bolivia (Plurinational State of),Lower-middle-income economies,BO,BOL,Value Yield,2003,25711,5573918,4830
Peru,Upper-middle-income economies,PE,PER,Value Prod,2010,799531.98,203016765,6226
Peru,Upper-middle-income economies,PE,PER,Value Yield,2010,799531.98,13042988,6226
Uganda,Low income economies,UG,UGA,Value Prod,2009,29887,88782165,88
Uganda,Low income economies,UG,UGA,Value Yield,2009,29887,4369455,88
Morocco,Lower-middle-income economies,MA,MAR,Value Prod,2014,1063616,171951605,13697
Morocco,Lower-middle-income economies,MA,MAR,Value Yield,2014,1063616,10556273,13697
Argentina,High-income economies,AR,ARG,Value Prod,2006,3096613,532235025,149565
Argentina,High-income economies,AR,ARG,Value Yield,2006,3096613,11735234,149565
Belarus,Upper-middle-income economies,BY,BLR,Value Prod,2002,1682277,97770282,4897
Belarus,Upper-middle-income economies,BY,BLR,Value Yield,2002,1682277,3639912,4897
Samoa,Upper-middle-income economies,WS,WSM,Value Prod,2010,34.59,389660,63
Samoa,Upper-middle-income economies,WS,WSM,Value Yield,2010,34.59,1431930,63
France,High-income economies,FR,FRA,Value Prod,2011,804800,871224011,61352
France,High-income economies,FR,FRA,Value Yield,2011,804800,13769315,61352
Latvia,High-income economies,LV,LVA,Value Prod,2002,141083,13175675,335
Latvia,High-income economies,LV,LVA,Value Yield,2002,141083,3603175,335
Oman,High-income economies,OM,OMN,Value Prod,2012,19000,4237950,339
Oman,High-income economies,OM,OMN,Value Yield,2012,19000,6014136,339
Switzerland,High-income economies,CH,CHE,Value Prod,2011,222716,26095320,2322
Switzerland,High-income economies,CH,CHE,Value Yield,2011,222716,12119988,2322
Philippines,Lower-middle-income economies,PH,PHL,Value Prod,2013,332171,533807505,21320
Philippines,Lower-middle-income economies,PH,PHL,Value Yield,2013,332171,7075656,21320
Austria,High-income economies,AT,AUT,Value Prod,2008,398500,56992910,4247
Austria,High-income economies,AT,AUT,Value Yield,2008,398500,9988836,4247
Sweden,High-income economies,SE,SWE,Value Prod,2018,810115,30037400,1459
Sweden,High-income economies,SE,SWE,Value Yield,2018,810115,8910223,1459
Lithuania,High-income economies,LT,LTU,Value Prod,2011,1097568,25143760,2062
Lithuania,High-income economies,LT,LTU,Value Yield,2011,1097568,4645510,2062
Papua New Guinea,Lower-middle-income economies,PG,PNG,Value Prod,2003,22497,25290690,105
Papua New Guinea,Lower-middle-income economies,PG,PNG,Value Yield,2003,22497,5206362,105
Malawi,Low income economies,MW,MWI,Value Prod,2010,283897,134405845,584
Malawi,Low income economies,MW,MWI,Value Yield,2010,283897,11175458,584
Turkey,Upper-middle-income economies,TR,TUR,Value Prod,2003,6274087,625505461,33075
Turkey,Upper-middle-income economies,TR,TUR,Value Yield,2003,6274087,9482907,33075
Niger,Low income economies,NE,NER,Value Prod,2010,15296,35257985,11
Niger,Low income economies,NE,NER,Value Yield,2010,15296,4124655,11
Ghana,Lower-middle-income economies,GH,GHA,Value Prod,2003,68545,153939100,110
Ghana,Lower-middle-income economies,GH,GHA,Value Yield,2003,68545,4225676,110
Thailand,Upper-middle-income economies,TH,THA,Value Prod,2004,3770147,950376756,88548
Thailand,Upper-middle-income economies,TH,THA,Value Yield,2004,3770147,7717724,88548
Republic of Moldova,Lower-middle-income economies,MD,MDA,Value Prod,2010,67515,28530648,2466
Republic of Moldova,Lower-middle-income economies,MD,MDA,Value Yield,2010,67515,3607182,2466
Zambia,Lower-middle-income economies,ZM,ZMB,Value Prod,2004,228141,31258722,1670
Zambia,Lower-middle-income economies,ZM,ZMB,Value Yield,2004,228141,7681620,1670
Canada,High-income economies,CA,CAN,Value Prod,2016,8205000,342438775,90839
Canada,High-income economies,CA,CAN,Value Yield,2016,8205000,7530650,90839
Zambia,Lower-middle-income economies,ZM,ZMB,Value Prod,2017,361095,78196248,1670
Zambia,Lower-middle-income economies,ZM,ZMB,Value Yield,2017,361095,8787102,1670
Portugal,High-income economies,PT,PRT,Value Prod,2008,382987.13,44224803,17080
Portugal,High-income economies,PT,PRT,Value Yield,2008,382987.13,10630816,17080
Algeria,Upper-middle-income economies,DZ,DZA,Value Prod,2012,324071.1,122686758,8980
Algeria,Upper-middle-income economies,DZ,DZA,Value Yield,2012,324071.1,5315814,8980
Austria,High-income economies,AT,AUT,Value Prod,2007,403027,49180260,3527
Austria,High-income economies,AT,AUT,Value Yield,2007,403027,9144042,3527
Italy,High-income economies,IT,ITA,Value Prod,2016,2167532,391178599,60259
Italy,High-income economies,IT,ITA,Value Yield,2016,2167532,11330655,60259
El Salvador,Lower-middle-income economies,SV,SLV,Value Prod,2010,323762,46423853,3599
El Salvador,Lower-middle-income economies,SV,SLV,Value Yield,2010,323762,9652580,3599
Tunisia,Lower-middle-income economies,TN,TUN,Value Prod,2011,299692.79,44981946,1003
Tunisia,Lower-middle-income economies,TN,TUN,Value Yield,2011,299692.79,3991785,1003
Egypt,Lower-middle-income economies,EG,EGY,Value Prod,2006,128000,536767224,9781
Egypt,Lower-middle-income economies,EG,EGY,Value Yield,2006,128000,13622357,9781
Barbados,High-income economies,BB,BRB,Value Prod,2010,2841,1376830,168
Barbados,High-income economies,BB,BRB,Value Yield,2010,2841,4020455,168
Ecuador,Upper-middle-income economies,EC,ECU,Value Prod,2007,6968038,116237940,14156
Ecuador,Upper-middle-income economies,EC,ECU,Value Yield,2007,6968038,7260192,14156
Jamaica,Upper-middle-income economies,JM,JAM,Value Prod,2003,1832,17271018,621
Jamaica,Upper-middle-income economies,JM,JAM,Value Yield,2003,1832,6802836,621
Ecuador,Upper-middle-income economies,EC,ECU,Value Prod,2018,796541.65,115459422,60733
Ecuador,Upper-middle-income economies,EC,ECU,Value Yield,2018,796541.65,7176714,60733
Israel,High-income economies,IL,ISR,Value Prod,2003,97496,25548354,4911
Israel,High-income economies,IL,ISR,Value Yield,2003,97496,7317674,4911
Iraq,Upper-middle-income economies,IQ,IRQ,Value Prod,2017,479942.5,42314265,215
Iraq,Upper-middle-income economies,IQ,IRQ,Value Yield,2017,479942.5,3334331,215
